,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
3703,489.3,20,7,841.76,71.15,59891.224,18,497,73.12,36340.64,344,56.46,21.74,2022,1
3704,321.92,29,8,921.72,43.25,39864.39,10,228,44.69,10189.32,693,43.64,184.65,2022,2
3705,859.59,11,7,201.75,76.22,15377.385,18,74,71.34,5279.16,127,81.19,31.17,2022,0
3706,635.48,28,3,693.4,26.01,18035.334,26,272,22.31,6068.32,421,90.02,185.19,2022,0
3707,762.0,93,7,678.13,50.66,34354.0658,13,526,49.4,25984.4,152,54.19,56.09,2022,2
3708,282.75,92,6,113.12,95.61,10815.4032,5,13,95.34,1239.42,100,47.73,59.33,2022,0
3709,284.74,50,5,958.42,67.79,64971.2918,28,363,68.11,24723.93,595,57.4,86.47,2022,1
3710,729.65,87,1,125.31,35.16,4405.8996,28,115,33.08,3804.2,10,68.79,143.09,2022,0
3711,449.66,68,5,127.43,49.39,6293.7677,21,71,49.29,3499.59,56,45.89,178.41,2022,0
3712,403.47,86,1,96.73,93.41,9035.5493,1,41,97.36,3991.76,55,59.83,84.9,2022,0
3713,362.65,21,5,430.03,54.6,23479.638,22,39,52.06,2030.34,391,88.64,140.48,2022,0
3714,980.28,98,1,850.28,16.54,14063.6312,1,90,18.71,1683.9,760,94.08,34.38,2022,0
3715,891.84,44,3,594.37,79.49,47246.4713,32,549,81.69,44847.81,45,55.81,33.16,2022,1
3716,966.09,78,1,226.98,32.16,7299.6768,1,173,28.43,4918.39,53,80.07,63.7,2022,0
3717,66.84,48,5,333.95,36.43,12165.7985,24,154,36.69,5650.26,179,57.6,133.8,2022,0
3718,437.92,28,7,684.24,84.18,57599.3232,18,249,83.0,20667.0,435,69.99,145.96,2022,1
3719,617.08,33,6,338.33,34.46,11658.8518,7,25,32.78,819.5,313,43.03,69.27,2022,0
3720,40.71,72,1,605.73,89.78,54382.4394,1,492,94.68,46582.56,113,51.66,148.66,2022,1
3721,36.69,80,4,162.68,20.51,3336.5668,24,94,16.64,1564.16,68,42.84,158.09,2022,0
3722,599.26,91,9,669.98,46.9,31422.062,11,350,47.41,16593.5,319,46.91,69.51,2022,2
3723,330.87,92,9,809.62,47.46,38424.5652,8,327,44.8,14649.6,482,55.64,29.72,2022,2
3724,866.4,48,1,394.34,30.08,11861.7472,25,19,26.56,504.64,375,17.12,58.82,2022,0
3725,693.01,61,3,989.04,61.01,60341.3304,26,859,60.84,52261.56,130,77.01,44.09,2022,1
3726,368.79,67,6,571.18,31.05,17735.139,6,445,34.72,15450.4,126,91.32,150.3,2022,0
3727,627.66,70,3,381.18,35.24,13432.7832,31,152,39.62,6022.24,229,88.46,140.93,2022,0
3728,845.49,12,4,73.97,66.25,4900.5125,25,22,70.69,1555.18,51,67.09,55.79,2022,0
3729,498.58,79,3,361.12,16.98,6131.8176,44,233,21.16,4930.28,128,24.73,109.36,2022,0
3730,573.76,24,3,689.97,60.54,41770.7838,61,316,62.8,19844.8,373,27.06,71.56,2022,2
3731,56.34,52,10,895.66,94.77,84881.6982,100,408,97.51,39784.08,487,51.07,77.36,2022,1
3732,430.79,16,3,42.82,67.95,2909.619,79,3,65.12,195.36,39,13.61,185.46,2022,0
3733,837.04,21,8,419.23,72.24,30285.1752,13,176,71.71,12620.96,243,42.53,82.2,2022,2
3734,759.81,90,7,255.44,68.2,17421.008,16,50,68.09,3404.5,205,80.44,73.12,2022,0
3735,98.37,73,3,109.91,93.59,10286.4769,48,51,97.19,4956.69,58,91.61,155.92,2022,0
3736,464.1,15,3,434.91,75.14,32679.1374,38,134,78.19,10477.46,300,52.57,20.34,2022,2
3737,356.21,75,5,831.19,15.25,12675.6475,24,667,10.39,6930.13,164,72.07,120.19,2022,0
3738,727.85,40,8,513.67,85.61,43975.2887,9,410,90.17,36969.7,103,98.27,199.77,2022,1
3739,189.16,40,8,479.54,24.68,11835.0472,13,43,24.14,1038.02,436,45.92,61.95,2022,0
3740,839.31,39,3,62.08,87.72,5445.6576,67,6,89.33,535.98,56,65.82,107.92,2022,0
3741,121.92,92,10,866.5,83.54,72387.41,129,735,86.67,63702.45,131,53.07,136.0,2022,1
3742,257.48,46,7,302.38,35.99,10882.6562,14,105,33.9,3559.5,197,57.75,147.6,2022,0
3743,32.5,66,6,713.96,46.3,33056.348,7,141,46.23,6518.43,572,22.64,60.2,2022,2
3744,367.03,32,3,750.3,79.7,59798.91,31,653,78.76,51430.28,97,10.09,43.44,2022,1
3745,853.6,56,10,316.81,36.76,11645.9356,108,305,34.76,10601.8,11,94.4,27.03,2022,0
3746,261.84,35,2,489.48,78.61,38478.0228,34,345,74.71,25774.95,144,96.83,28.36,2022,2
3747,350.87,11,3,432.39,29.68,12833.3352,73,157,29.95,4702.15,275,87.36,34.86,2022,0
3748,645.39,63,3,367.54,96.54,35482.3116,56,149,97.72,14560.28,218,47.31,154.72,2022,2
3749,494.96,31,8,927.77,84.84,78712.0068,10,147,88.78,13050.66,780,21.77,176.91,2022,1
3750,384.82,39,7,527.39,59.85,31564.2915,18,469,61.33,28763.77,58,97.5,57.66,2022,2
3751,633.47,35,6,832.92,88.75,73921.65,7,359,85.71,30769.89,473,63.3,184.13,2022,1
3752,214.16,90,7,373.85,61.26,22902.051,12,28,65.03,1820.84,345,84.31,189.02,2022,0
3753,146.48,28,10,600.91,41.93,25196.1563,74,440,44.5,19580.0,160,95.36,38.47,2022,2
3754,697.61,32,1,880.17,47.88,42142.5396,2,575,52.4,30130.0,305,12.99,126.88,2022,2
3755,165.21,66,1,765.31,94.71,72482.5101,27,444,98.1,43556.4,321,47.54,53.42,2022,1
3756,695.68,69,2,469.37,45.8,21497.146,33,234,45.5,10647.0,235,55.39,76.31,2022,0
3757,241.28,40,4,7.52,17.86,134.3072,24,7,16.84,117.88,0,27.16,165.55,2022,0
3758,578.48,54,8,429.27,36.55,15689.8185,12,202,36.15,7302.3,227,59.52,147.97,2022,0
3759,521.99,17,9,417.44,23.8,9935.072,10,203,25.54,5184.62,214,94.2,147.37,2022,0
3760,892.05,55,3,577.49,72.07,41619.7043,60,381,69.22,26372.82,196,19.88,66.08,2022,2
3761,601.06,25,1,827.6,60.08,49722.208,22,573,63.59,36437.07,254,99.17,123.13,2022,1
3762,593.5,27,7,619.39,12.19,7550.3641,16,49,14.18,694.82,570,15.42,136.17,2022,0
3763,291.62,69,5,684.65,61.5,42105.975,23,78,63.67,4966.26,606,16.55,83.63,2022,2
3764,531.95,64,9,408.98,11.02,4506.9596,13,375,9.81,3678.75,33,44.29,131.08,2022,0
3765,358.09,59,2,686.59,90.54,62163.8586,34,166,94.52,15690.32,520,65.03,166.89,2022,1
3766,800.03,31,4,352.65,45.23,15950.3595,23,234,41.18,9636.12,118,78.57,100.84,2022,0
3767,478.25,40,1,156.97,81.7,12824.449,1,103,80.26,8266.78,53,38.15,44.82,2022,0
3768,378.64,32,10,338.0,35.93,12144.34,63,15,31.92,478.8,323,91.88,61.19,2022,0
3769,610.39,17,9,117.63,17.87,2102.0481,10,49,19.47,954.03,68,57.48,189.77,2022,0
3770,358.82,62,7,244.68,84.59,20697.4812,16,182,83.03,15111.46,62,25.27,146.6,2022,0
3771,172.42,79,10,854.68,61.27,52366.2436,114,486,58.48,28421.28,368,83.01,69.18,2022,1
3772,330.2,52,1,902.19,29.22,26361.9918,1,783,31.98,25040.34,119,98.17,192.87,2022,2
3773,913.03,94,5,384.22,94.25,36212.735,23,355,96.86,34385.3,29,90.18,186.99,2022,2
3774,542.49,42,5,530.09,43.06,22825.6754,21,216,38.43,8300.88,314,27.29,125.17,2022,0
3775,319.46,20,3,368.14,21.29,7837.7006,47,354,21.03,7444.62,14,54.73,58.09,2022,0
3776,555.52,86,4,763.13,45.74,34905.5662,25,136,44.69,6077.84,627,41.87,90.91,2022,2
3777,501.1,81,6,586.14,23.12,13551.5568,6,549,18.36,10079.64,37,95.9,54.9,2022,0
3778,128.56,69,9,399.04,37.2,14844.288,8,205,34.75,7123.75,194,28.57,138.91,2022,0
3779,832.38,42,1,418.27,62.32,26066.5864,1,72,58.73,4228.56,346,45.27,184.41,2022,0
3780,925.63,100,1,472.1,85.75,40482.575,28,425,89.06,37850.5,47,15.49,58.17,2022,2
3781,843.75,95,8,70.81,72.92,5163.4652,7,56,70.7,3959.2,14,44.64,64.49,2022,0
3782,507.23,46,1,668.48,55.16,36873.3568,28,359,50.52,18136.68,309,13.47,116.52,2022,2
3783,733.71,93,6,995.31,69.9,69572.169,6,339,65.62,22245.18,656,20.75,184.22,2022,1
3784,425.53,18,4,106.24,95.62,10158.6688,22,5,95.07,475.35,101,55.4,94.38,2022,0
3785,939.81,26,6,590.08,33.93,20021.4144,7,223,34.11,7606.53,367,81.27,99.76,2022,0
3786,526.34,87,7,849.34,94.53,80288.1102,15,706,91.56,64641.36,143,45.8,83.88,2022,1
3787,159.56,50,4,601.41,43.67,26263.5747,26,351,39.29,13790.79,250,77.07,188.19,2022,2
3788,897.54,83,7,648.8,33.82,21942.416,17,54,34.42,1858.68,594,54.47,140.31,2022,0
3789,638.79,42,10,197.25,53.11,10475.9475,89,132,57.82,7632.24,65,20.77,125.64,2022,0
3790,299.44,36,7,554.62,25.81,14314.7422,15,225,25.78,5800.5,329,73.59,56.79,2022,0
3791,257.16,87,6,558.38,28.46,15891.4948,6,73,24.62,1797.26,485,70.99,59.86,2022,0
3792,100.41,89,9,264.88,59.47,15752.4136,8,48,59.69,2865.12,216,38.04,106.69,2022,0
3793,828.81,96,10,368.41,74.86,27579.1726,109,221,76.38,16879.98,147,94.98,159.66,2022,2
3794,766.94,77,8,164.0,12.21,2002.44,10,118,11.32,1335.76,46,36.4,75.92,2022,0
3795,702.76,90,2,501.16,24.45,12253.362,27,290,21.08,6113.2,211,54.16,179.66,2022,0
3796,712.58,89,3,292.97,26.38,7728.5486,82,132,23.63,3119.16,160,65.82,197.4,2022,0
3797,472.22,63,1,564.5,42.54,24013.83,1,74,44.47,3290.78,490,25.4,109.34,2022,0
3798,615.32,91,10,244.96,76.09,18639.0064,95,234,71.81,16803.54,10,56.02,179.71,2022,0
3799,86.12,51,7,911.88,19.82,18073.4616,13,718,21.8,15652.4,193,52.84,53.85,2022,0
3800,643.81,25,9,678.03,72.79,49353.8037,10,282,72.4,20416.8,396,38.12,111.25,2022,2
3801,122.04,79,2,311.06,81.4,25320.284,39,246,83.96,20654.16,65,87.02,164.91,2022,2
3802,818.78,44,5,818.48,86.39,70708.4872,24,588,87.05,51185.4,230,95.1,115.53,2022,1
3803,584.2,43,5,110.23,45.22,4984.6006,27,68,42.05,2859.4,42,26.78,65.33,2022,0
3804,824.62,15,9,683.8,14.32,9792.016,13,481,12.4,5964.4,202,83.19,96.16,2022,0
3805,59.76,39,1,126.76,10.62,1346.1912,1,93,10.0,930.0,33,83.52,50.69,2022,0
3806,97.79,36,8,123.3,85.08,10490.364,7,25,82.79,2069.75,98,17.6,31.49,2022,0
3807,520.52,19,6,531.02,16.23,8618.4546,5,168,13.49,2266.32,363,57.61,138.6,2022,0
3808,19.13,84,5,368.85,46.6,17188.41,27,363,50.88,18469.44,5,90.32,69.59,2022,0
3809,939.42,10,5,185.61,37.99,7051.3239,21,119,33.14,3943.66,66,49.18,118.65,2022,0
3810,375.72,74,9,542.68,60.58,32875.5544,13,393,59.72,23469.96,149,21.75,86.49,2022,2
3811,121.88,25,4,730.46,48.03,35083.9938,24,355,51.28,18204.4,375,77.6,41.06,2022,2
3812,693.63,20,9,568.61,39.81,22636.3641,7,28,44.68,1251.04,540,73.61,76.74,2022,0
3813,239.15,18,10,86.52,57.49,4974.0348,81,1,62.14,62.14,85,31.07,55.42,2022,0
3814,863.01,100,7,131.84,89.54,11804.9536,15,95,92.95,8830.25,36,20.11,58.98,2022,0
3815,819.12,77,4,275.47,72.5,19971.575,21,152,72.29,10988.08,123,34.74,78.29,2022,0
3816,519.91,26,7,828.56,60.13,49821.3128,17,477,63.42,30251.34,351,64.11,64.56,2022,1
3817,631.78,36,2,495.39,23.29,11537.6331,27,65,23.62,1535.3,430,57.18,115.59,2022,0
3818,836.67,19,9,551.56,56.18,30986.6408,10,182,56.19,10226.58,369,65.71,26.44,2022,2
3819,937.95,31,4,886.1,56.71,50250.731,25,591,57.83,34177.53,295,66.05,95.35,2022,1
3820,71.14,84,1,949.82,83.9,79689.898,24,622,81.86,50916.92,327,41.13,156.97,2022,1
3821,275.93,53,6,956.43,19.04,18210.4272,6,419,20.77,8702.63,537,37.05,159.17,2022,0
3822,77.73,13,9,715.65,86.3,61760.595,14,81,82.49,6681.69,634,27.8,133.17,2022,2
3823,829.55,32,1,928.93,50.94,47319.6942,22,869,54.74,47569.06,59,97.61,158.99,2022,1
3824,772.69,30,3,616.33,45.7,28166.281,52,402,42.62,17133.24,214,32.57,66.86,2022,2
3825,453.78,80,9,414.87,92.7,38458.449,12,86,91.22,7844.92,328,37.88,33.2,2022,2
3826,926.19,27,9,541.51,30.14,16321.1114,12,273,28.02,7649.46,268,43.87,165.22,2022,0
3827,745.78,12,4,728.88,52.82,38499.4416,23,507,50.13,25415.91,221,20.13,80.89,2022,2
3828,941.06,28,7,87.62,60.92,5337.8104,12,79,57.88,4572.52,8,38.22,115.41,2022,0
3829,444.16,59,9,336.47,89.66,30167.9002,10,231,93.5,21598.5,105,14.07,114.22,2022,2
3830,191.05,42,10,991.49,20.56,20385.0344,123,131,16.61,2175.91,860,71.51,24.24,2022,0
3831,462.23,96,7,755.79,78.77,59533.5783,17,656,80.78,52991.68,99,87.86,120.83,2022,1
3832,69.39,89,5,653.12,60.52,39526.8224,23,148,61.4,9087.2,505,85.4,100.04,2022,2
3833,998.99,31,4,669.74,40.05,26823.087,24,255,40.1,10225.5,414,33.29,173.94,2022,2
3834,197.23,30,9,300.62,38.78,11658.0436,12,60,35.63,2137.8,240,50.29,94.68,2022,0
3835,470.5,98,6,155.0,81.1,12570.5,7,100,82.53,8253.0,55,86.93,53.97,2022,0
3836,490.92,84,10,354.79,73.2,25970.628,116,282,72.42,20422.44,72,26.01,145.78,2022,2
3837,22.61,48,8,10.08,56.72,571.7376,14,2,58.57,117.14,8,24.43,149.81,2022,0
3838,187.73,75,4,530.22,78.1,41410.182,27,301,73.22,22039.22,229,10.52,82.91,2022,2
3839,285.66,16,7,88.76,35.7,3168.732,16,50,33.24,1662.0,38,88.74,101.37,2022,0
3840,765.89,25,10,610.57,58.93,35980.8901,132,481,54.88,26397.28,129,29.91,118.3,2022,2
3841,188.53,43,5,822.84,36.01,29630.4684,24,275,35.4,9735.0,547,83.34,32.23,2022,2
3842,575.98,20,8,117.65,94.57,11126.1605,12,62,97.03,6015.86,55,79.95,22.18,2022,0
3843,135.62,57,2,636.49,95.08,60517.4692,33,433,92.61,40100.13,203,27.23,75.81,2022,1
3844,419.78,28,9,573.62,48.58,27866.4596,13,565,52.52,29673.8,8,19.77,199.2,2022,2
3845,472.49,23,8,23.96,53.76,1288.0896,11,23,56.57,1301.11,0,41.42,186.26,2022,0
3846,334.39,96,5,328.79,48.45,15929.8755,22,249,43.51,10833.99,79,67.24,128.74,2022,0
3847,904.66,34,6,815.29,93.31,76074.7099,7,568,97.19,55203.92,247,92.35,74.68,2022,1
3848,288.31,16,6,566.53,23.9,13540.067,7,519,23.38,12134.22,47,99.32,129.18,2022,0
3849,783.65,77,7,675.65,36.87,24911.2155,12,671,32.92,22089.32,4,10.25,55.87,2022,2
3850,573.46,51,5,618.16,55.27,34165.7032,23,323,52.79,17051.17,295,45.16,97.03,2022,2
3851,546.71,72,9,460.39,39.76,18305.1064,8,228,40.58,9252.24,232,84.82,114.59,2022,0
3852,50.1,45,5,527.61,61.72,32564.0892,23,48,62.56,3002.88,479,63.08,194.29,2022,2
3853,195.3,38,5,542.24,51.49,27919.9376,25,447,55.53,24821.91,95,32.21,102.95,2022,2
3854,355.29,18,2,10.33,73.98,764.2134,28,2,71.09,142.18,8,56.35,198.35,2022,0
3855,903.5,88,5,164.84,15.62,2574.8008,30,128,16.7,2137.6,36,94.77,119.93,2022,0
3856,377.9,92,8,83.65,13.82,1156.043,10,59,9.86,581.74,24,93.8,30.24,2022,0
3857,959.93,72,7,548.72,72.39,39721.8408,14,257,68.12,17506.84,291,49.01,143.3,2022,2
3858,536.2,97,6,310.76,46.24,14369.5424,5,278,41.98,11670.44,32,79.97,63.29,2022,0
3859,329.69,28,2,852.22,30.9,26333.598,39,262,31.29,8197.98,590,54.87,83.57,2022,2
3860,893.99,91,2,617.34,46.31,28589.0154,35,433,49.0,21217.0,184,58.59,97.41,2022,2
3861,235.56,72,6,169.43,58.49,9909.9607,7,17,54.89,933.13,152,40.7,160.0,2022,0
3862,720.03,72,8,656.49,18.29,12007.2021,13,459,19.72,9051.48,197,24.85,163.47,2022,0
3863,832.47,56,9,202.73,91.03,18454.5119,14,95,93.07,8841.65,107,21.96,98.8,2022,0
3864,828.13,14,5,303.85,69.25,21041.6125,26,79,66.33,5240.07,224,81.52,185.15,2022,0
3865,201.05,55,6,351.69,77.71,27329.8299,6,157,79.31,12451.67,194,83.14,150.72,2022,2
3866,471.06,78,7,855.8,36.24,31014.192,13,449,34.83,15638.67,406,50.67,166.17,2022,2
3867,778.94,41,3,55.18,82.07,4528.6226,65,45,79.03,3556.35,10,57.8,83.11,2022,0
3868,102.93,57,7,277.79,56.18,15606.2422,14,212,54.31,11513.72,65,69.07,101.25,2022,0
3869,142.89,86,5,204.1,93.05,18991.505,23,98,94.33,9244.34,106,29.77,25.36,2022,0
3870,50.55,66,6,285.0,55.11,15706.35,5,254,55.81,14175.74,31,89.74,21.53,2022,0
3871,977.43,30,1,646.6,29.59,19132.894,30,428,26.22,11222.16,218,79.16,108.86,2022,0
3872,23.19,96,1,129.7,20.36,2640.692,1,2,21.61,43.22,127,43.32,57.13,2022,0
3873,708.38,96,9,486.33,97.18,47261.5494,11,231,96.41,22270.71,255,11.18,139.3,2022,2
3874,292.91,95,4,258.32,83.12,21471.5584,29,126,81.21,10232.46,132,63.97,67.58,2022,0
3875,373.11,45,2,17.86,36.91,659.2126,25,16,39.78,636.48,1,89.61,155.96,2022,0
3876,70.17,58,8,194.98,75.7,14759.986,9,75,76.38,5728.5,119,54.02,94.48,2022,0
3877,24.11,15,2,633.51,72.45,45897.7995,38,406,74.25,30145.5,227,75.68,140.03,2022,2
3878,287.81,88,3,38.2,75.82,2896.324,44,3,77.91,233.73,35,72.22,38.25,2022,0
3879,781.33,78,5,648.17,50.34,32628.8778,26,155,48.09,7453.95,493,41.66,165.89,2022,2
3880,630.81,36,1,58.41,18.98,1108.6218,2,4,22.22,88.88,54,27.99,128.83,2022,0
3881,843.65,96,8,604.64,52.12,31513.8368,14,371,53.8,19959.8,233,78.68,100.36,2022,2
3882,464.68,47,7,487.46,58.35,28443.291,17,414,61.26,25361.64,73,42.39,149.78,2022,2
3883,934.86,53,9,976.64,53.25,52006.08,11,949,51.11,48503.39,27,62.11,85.7,2022,1
3884,557.37,85,6,711.57,42.63,30334.2291,7,650,39.89,25928.5,61,54.23,153.89,2022,2
3885,977.9,64,6,616.79,90.02,55523.4358,5,144,94.0,13536.0,472,69.64,95.22,2022,2
3886,745.19,20,2,267.34,51.67,13813.4578,25,241,53.19,12818.79,26,53.64,45.72,2022,0
3887,588.7,100,9,214.56,49.01,10515.5856,14,52,53.43,2778.36,162,73.45,25.53,2022,0
3888,224.62,40,1,302.07,45.75,13819.7025,2,171,50.53,8640.63,131,96.76,25.68,2022,0
3889,371.65,30,7,153.36,38.5,5904.36,13,113,37.33,4218.29,40,40.98,33.41,2022,0
3890,109.69,27,2,430.46,89.64,38586.4344,37,47,92.96,4369.12,383,21.55,184.32,2022,2
3891,995.48,47,4,503.17,88.07,44314.1819,29,124,91.91,11396.84,379,96.92,129.58,2022,2
3892,548.56,92,7,66.36,96.78,6422.3208,12,17,92.33,1569.61,49,36.94,153.67,2022,0
3893,296.11,15,3,870.62,95.11,82804.6682,53,589,90.55,53333.95,281,54.63,166.42,2022,1
3894,181.01,75,1,93.24,82.05,7650.342,1,91,85.94,7820.54,2,58.47,50.49,2022,0
3895,659.59,62,2,335.63,80.81,27122.2603,29,241,84.86,20451.26,94,61.29,37.98,2022,2
3896,142.14,46,5,461.13,20.09,9264.1017,23,201,23.26,4675.26,260,47.42,115.3,2022,0
3897,338.76,96,5,597.85,18.98,11347.193,23,293,20.94,6135.42,304,95.2,100.43,2022,0
3898,287.66,79,2,937.97,22.43,21038.6671,31,912,18.02,16434.24,25,52.72,193.35,2022,0
3899,340.71,56,5,666.3,80.27,53483.901,22,17,80.12,1362.04,649,93.01,108.75,2022,2
3900,566.02,29,5,568.46,33.58,19088.8868,25,137,33.72,4619.64,431,96.23,67.51,2022,0
3901,417.1,42,8,184.78,89.12,16467.5936,14,184,91.8,16891.2,0,24.53,55.25,2022,0
3902,278.15,49,3,624.19,79.28,49485.7832,55,288,83.19,23958.72,336,87.22,86.33,2022,2
3903,73.28,74,3,757.14,36.83,27885.4662,83,410,32.66,13390.6,347,49.82,105.86,2022,2
3904,445.09,28,1,450.92,37.89,17085.3588,1,420,39.54,16606.8,30,80.55,141.47,2022,0
3905,840.25,79,7,466.88,81.94,38256.1472,12,113,81.49,9208.37,353,53.78,36.59,2022,2
3906,300.55,95,10,193.8,29.74,5763.612,104,130,30.34,3944.2,63,65.34,28.82,2022,0
3907,170.1,62,6,769.52,46.55,35821.156,7,133,48.69,6475.77,636,25.52,179.27,2022,2
3908,72.99,79,3,801.77,45.8,36721.066,71,52,42.03,2185.56,749,90.35,132.06,2022,2
3909,747.33,41,3,775.4,31.25,24231.25,62,614,27.11,16645.54,161,95.41,179.62,2022,2
3910,131.52,24,3,581.68,28.44,16542.9792,63,238,30.66,7297.08,343,28.41,40.85,2022,0
3911,423.66,94,4,154.52,77.9,12037.108,25,78,79.42,6194.76,76,99.15,110.17,2022,0
3912,931.09,73,1,601.45,72.75,43755.4875,25,50,73.9,3695.0,551,71.89,87.54,2022,2
3913,338.45,85,3,220.03,13.94,3067.2182,43,62,14.13,876.06,158,29.59,193.62,2022,0
3914,632.56,38,4,78.61,51.29,4031.9069,25,51,54.49,2778.99,27,27.23,47.54,2022,0
3915,794.16,48,7,668.2,12.17,8131.994,14,315,13.36,4208.4,353,54.0,83.47,2022,0
3916,272.14,52,5,429.58,50.9,21865.622,25,156,54.53,8506.68,273,12.95,131.5,2022,0
3917,37.2,81,1,881.84,10.09,8897.7656,1,705,5.21,3673.05,176,17.22,81.92,2022,0
3918,707.83,98,6,912.98,63.81,58257.2538,5,52,66.4,3452.8,860,94.08,53.73,2022,2
3919,307.08,67,2,479.57,98.28,47132.1396,37,199,98.95,19691.05,280,11.32,100.65,2022,2
3920,248.01,27,7,659.91,24.15,15936.8265,12,448,21.68,9712.64,211,90.57,137.38,2022,0
3921,372.96,14,10,818.16,34.52,28242.8832,122,672,30.97,20811.84,146,45.59,120.76,2022,2
3922,93.22,31,5,340.62,65.71,22382.1402,28,42,61.83,2596.86,298,83.08,143.0,2022,0
3923,941.24,55,10,838.49,17.76,14891.5824,76,717,17.17,12310.89,121,33.55,87.49,2022,0
3924,83.74,65,4,532.02,29.72,15811.6344,26,97,31.26,3032.22,435,91.33,112.6,2022,0
3925,256.13,44,5,205.77,34.46,7090.8342,29,14,30.15,422.1,191,11.67,36.18,2022,0
3926,391.76,34,4,580.07,24.71,14333.5297,29,86,27.68,2380.48,494,29.24,128.21,2022,0
3927,121.4,91,2,867.69,28.88,25058.8872,33,175,31.16,5453.0,692,51.79,20.09,2022,0
3928,760.89,72,3,215.99,27.78,6000.2022,74,39,23.87,930.93,176,89.31,132.49,2022,0
3929,70.73,65,6,804.02,19.79,15911.5558,7,226,24.18,5464.68,578,44.14,189.47,2022,0
3930,346.4,26,8,258.19,89.63,23141.5697,13,47,93.58,4398.26,211,30.12,83.05,2022,0
3931,251.99,50,6,328.99,49.23,16196.1777,6,12,50.85,610.2,316,22.64,111.36,2022,0
3932,483.78,43,7,797.2,13.62,10857.864,15,465,16.92,7867.8,332,54.86,154.13,2022,0
3933,468.46,13,3,461.61,57.38,26487.1818,63,371,55.56,20612.76,90,45.42,67.93,2022,2
3934,34.2,51,3,930.93,77.71,72342.5703,33,807,78.62,63446.34,123,59.88,49.28,2022,1
3935,708.83,43,4,528.39,83.63,44189.2557,22,519,87.01,45158.19,9,46.17,161.21,2022,1
3936,642.08,74,1,989.42,12.43,12298.4906,26,940,8.07,7585.8,49,49.25,28.9,2022,0
3937,589.36,65,7,9.02,14.3,128.986,16,2,12.05,24.1,7,17.94,26.95,2022,0
3938,296.69,39,8,97.23,52.2,5075.406,11,25,52.06,1301.5,72,72.82,164.18,2022,0
3939,139.09,66,1,791.33,95.75,75769.8475,21,691,93.58,64663.78,100,70.67,93.33,2022,1
3940,903.98,63,4,460.26,69.57,32020.2882,30,45,73.22,3294.9,415,93.49,181.68,2022,2
3941,353.43,21,9,297.89,82.85,24680.1865,13,2,81.18,162.36,295,96.07,145.6,2022,0
3942,250.94,45,5,773.94,40.53,31367.7882,25,60,43.0,2580.0,713,53.0,136.14,2022,2
3943,690.98,94,4,70.01,71.49,5005.0149,30,16,66.89,1070.24,54,90.3,100.46,2022,0
3944,97.07,27,1,822.86,36.01,29631.1886,2,575,33.76,19412.0,247,67.09,45.85,2022,2
3945,543.16,96,2,920.05,47.7,43886.385,35,541,47.63,25767.83,379,65.63,132.8,2022,2
3946,614.7,89,2,749.78,23.27,17447.3806,26,221,23.94,5290.74,528,43.32,49.46,2022,0
3947,701.13,66,5,628.24,85.18,53513.4832,25,47,87.63,4118.61,581,90.35,51.02,2022,2
3948,607.35,52,10,425.81,13.58,5782.4998,103,181,13.49,2441.69,244,71.37,108.16,2022,0
3949,982.77,30,1,630.73,39.24,24749.8452,1,8,34.81,278.48,622,15.45,161.53,2022,0
3950,452.03,25,6,220.21,63.67,14020.7707,6,218,65.75,14333.5,2,74.74,131.05,2022,0
3951,572.97,99,2,361.13,49.56,17897.6028,33,177,51.32,9083.64,184,65.68,64.37,2022,0
3952,327.17,99,8,828.27,75.92,62882.2584,13,634,79.85,50624.9,194,86.37,23.71,2022,1
3953,911.76,33,10,790.35,79.02,62453.457,115,744,80.86,60159.84,46,68.48,187.1,2022,1
3954,674.32,29,8,708.92,76.58,54289.0936,12,298,78.19,23300.62,410,50.74,65.31,2022,1
3955,544.05,74,8,916.81,16.7,15310.727,11,632,18.62,11767.84,284,26.61,196.08,2022,0
3956,394.49,75,4,858.86,51.41,44153.9926,29,47,55.28,2598.16,811,24.9,96.94,2022,2
3957,429.75,77,5,899.77,42.12,37898.3124,29,509,43.16,21968.44,390,19.34,154.01,2022,2
3958,637.88,86,5,74.7,85.07,6354.729,23,68,80.59,5480.12,6,40.31,168.29,2022,0
3959,666.81,34,9,693.74,30.84,21394.9416,12,288,31.47,9063.36,405,31.59,49.94,2022,0
3960,510.02,98,9,723.37,95.72,69240.9764,10,177,96.81,17135.37,546,69.69,59.18,2022,1
3961,773.84,70,9,26.33,60.63,1596.3879,8,8,58.45,467.6,18,54.65,193.67,2022,0
3962,500.05,60,6,694.07,23.18,16088.5426,5,383,20.09,7694.47,311,96.18,196.39,2022,0
3963,17.77,40,4,987.93,26.6,26278.938,27,137,27.89,3820.93,850,69.65,50.44,2022,0
3964,298.54,10,1,878.52,14.17,12448.6284,25,639,13.71,8760.69,239,83.0,170.31,2022,0
3965,91.39,35,10,346.96,60.81,21098.6376,86,127,60.5,7683.5,219,88.7,175.22,2022,0
